kind	origin	aports_commit	bundle_path	size	sha512	source_url
upstream	alpine-baselayout	60a7585bbab2fa0f762504eb617dbca90216e31f	distfiles/alpine-baselayout/protocols-6.4	3144	3a00083bcdf5a9e884c9d07877d52311e3d99e79cbee656e236ba06e08ba0dddb7ba76494fdc9dd1a826c48e197a790a69e6bb458e9df64832d6b5e904e9fd15	https://salsa.debian.org/md/netbase/-/raw/v6.4/etc/protocols
upstream	alpine-baselayout	60a7585bbab2fa0f762504eb617dbca90216e31f	distfiles/alpine-baselayout/services-6.4	12813	47b0f3ee73af2d259bd206a026204be0ea25531a895a0b035a904b38fe5407bc3dd2beab7f8fcb3d760587e6159702ebdb9cbc4f508942befdf7f10c10c87888	https://salsa.debian.org/md/netbase/-/raw/v6.4/etc/services
upstream	apk-tools	1403ea7a8ae3fb8e5a11207ddb1ff536eb8de912	distfiles/apk-tools/apk-tools-v3.0.6.tar.gz	384537	86c6ba9aad517d7a39d204373b37a28c143afe1438fa5090df90845f205c7f01e8aaee00ed0b6f7b27206ff745e0f1db160e3b919d17b37639fb19ae78bd13e6	https://gitlab.alpinelinux.org/alpine/apk-tools/-/archive/v3.0.6/apk-tools-v3.0.6.tar.gz
upstream	busybox	c3ef5d10e6ef6528852c51f0564963e2f8c1be19	distfiles/busybox/busybox-1.37.0.tar.bz2	2565764	ad8fd06f082699774f990a53d7a73b189ed404fe0a2166aff13eae4d9d8ee5c9239493befe949c98801fe7897520dbff3ed0224faa7205854ce4fa975e18467e	https://busybox.net/downloads/busybox-1.37.0.tar.bz2
upstream	ca-certificates	e41cbd2ae991adfe8df298ba8e8e777e90bd0e03	distfiles/ca-certificates/ca-certificates-20260611.tar.bz2	226096	f473a1111eb508ef5d1096489479dba07db6b0d76ef2b900b3473933d57419429061d83e9c1e881ab61c4b0f17c64859ec74d670da6fc1d83d9b0fa73e1b7d8d	https://gitlab.alpinelinux.org/alpine/ca-certificates/-/archive/20260611/ca-certificates-20260611.tar.bz2
upstream	musl	f5640d3a10f664c9119720c60515265d3d6f6d01	distfiles/musl/musl-1.2.6.tar.gz	1082499	1adad96eddb3a2eb0cacb3e363b0046568925fcdd75cf8b0503f2139df1f693d64730779ca0ce8131b7624ab2d37f4247bb1d3393c523de6e30d2b1d7732555c	https://musl.libc.org/releases/musl-1.2.6.tar.gz
upstream	openssl	4a4352d83ab03720965454a8c7b30b1b6a996c84	distfiles/openssl/openssl-3.5.7.tar.gz	53153930	de5351d2d532e1a3908a738f7d8aae448d32bc60bdb24808c556a24bc37a3f53daedf12b5d432eeb8c235e16939d842f908332ede8a447ca103ad1c493c820d7	https://github.com/openssl/openssl/releases/download/openssl-3.5.7/openssl-3.5.7.tar.gz
upstream	pax-utils	c61801eeacb3ffcd9c2025b09e402153bb93fb39	distfiles/pax-utils/pax-utils-1.3.9.tar.xz	123560	96caf7f2087bedc7949db828d966835f7d691e29ef8177dee00605c10d433d4c5b5770a3d7f2e25e3c0218f5b9a6c6967669a3dea18cf138d6f0111d2bb5288b	https://dev.gentoo.org/~sam/distfiles/app-misc/pax-utils/pax-utils-1.3.9.tar.xz
upstream	skalibs	c3ef5d10e6ef6528852c51f0564963e2f8c1be19	distfiles/skalibs/skalibs-2.14.5.0.tar.gz	258973	a14801ec44cfc302b17265184f82f06032b429d82adac7f7e870cf740ff3712d33cd47802ca0bf803b151719a86130976da331e514bc446ad81ffad1af37c49a	https://distfiles.alpinelinux.org/distfiles/edge/skalibs-2.14.5.0.tar.gz
upstream	utmps	c3ef5d10e6ef6528852c51f0564963e2f8c1be19	distfiles/utmps/utmps-0.1.3.2.tar.gz	35140	2fbb3b26f58ea7b0d732a4d0f9e1638f510693a43599846b58bc2cf68ce491833c33b7afe15a28a47acfac9a907b02792e0d435a24cc14f0ac33219f873a5042	https://distfiles.alpinelinux.org/distfiles/v3.24/utmps-0.1.3.2.tar.gz
upstream	zlib	f248b33b5943c7dc69bf691031d7612ab2e8ed93	distfiles/zlib/zlib-1.3.2.tar.gz	1502830	70963771ea5d763614278a69b474f09b7d237ef8f53b675a10fe31d9923aeef601504b35d7ebd1b1e7f347e9ebb048e6b3b47fffdf137e7bdc7e8d5eb4ec4692	https://zlib.net/fossils/zlib-1.3.2.tar.gz
